timestamp,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,cp
20/09/2017 21:00,0.053962778,0.058994722,0.031085278,0.057688333,0.121035833,0.1568475,0.006910556,0.025696944,0.089095278,0.020679722,0.014878889,0.014918889,0.313303333
20/09/2017 21:30,0.037749444,0.068923056,0.031936111,0.032836111,0.1007275,0.154069722,0.03431,0.022389167,0.078669722,0.0343275,0.020029722,0.008490278,0.302003333
20/09/2017 22:00,0.012083056,0.042581667,0.013386111,0.062795556,0.084689444,0.108043056,0.022242222,0.030182222,0.084216389,0.038688333,0.070683889,0.020740278,0.307353611
20/09/2017 22:30,0.020596389,0.184136111,0.021427222,0.032563889,0.077158333,0.139543333,0.019463889,0.017940278,0.084781111,0.016214167,0.558882222,0.016411667,0.307255833
20/09/2017 23:00,0.050099444,0.072767778,0.032250556,0.024288611,0.093901389,0.125264722,0.03524,0.029385,0.042701944,0.0387125,1.024876944,0.006558611,0.313455278
20/09/2017 23:30,0.045236667,0.060674167,0.02122,0.056141667,0.066203889,0.163363889,0.006882778,0.013321111,0.058459722,0.026354167,1.071890556,0.020460833,0.308567222
21/09/2017 0:00,0.042725278,0.060444167,0.061891667,0.02155,0.068448611,0.147316667,0.035824167,0.0389575,0.084773333,0.029411667,1.112351389,0.044506389,0.308379722
21/09/2017 0:30,0.011167222,0.018781944,0.072452222,0.032649444,0.083488333,0.152887778,0.026658056,0.0016625,0.084503333,0.039343611,1.076172222,0.028934444,0.3111975
21/09/2017 1:00,0.011161944,0.030521667,0.025486389,0.059782222,0.0519975,0.1376125,0.016968333,0.082291111,0.022663333,0.016793611,1.060845556,0.023304722,0.307634722
21/09/2017 1:30,0.011263889,0.034388056,0.040155278,0.031124167,0.071121389,0.102799722,0.036529722,0.059295278,0.078060556,0.039326111,1.101086944,0.017501111,0.312973889
21/09/2017 2:00,0.011099167,0.010298889,0.037598056,0.199128611,0.075496667,0.067870278,0.00708,0.004,0.086395278,0.031960556,1.12972,0.00227,0.313166389
21/09/2017 2:30,0.0111025,0.041396944,0.01347,0.069380278,0.042154167,0.053410556,0.034773611,0.025865,0.030055278,0.024027778,0.431055833,0.029390556,0.314242778
21/09/2017 3:00,0.012610556,0.013231667,0.024119167,0.047495556,0.075015,0.044066111,0.01996,0.005800556,0.085721111,0.038516111,0.019175556,0.009885278,0.311813056
21/09/2017 3:30,0.010731667,0.031141389,0.033239444,0.023690278,0.062478333,0.058755278,0.022788889,0.018348889,0.129221944,0.016259444,0.084550833,0.014614722,0.310155
21/09/2017 4:00,0.010730278,0.026268056,0.017375556,0.019045556,0.051218056,0.023575,0.035964444,0.013566667,0.093600278,0.038350278,0.063514167,0.021254444,0.310470556
21/09/2017 4:30,0.010937778,0.017348056,0.017739722,0.035645,0.050653611,0.071464167,0.007117222,0.009719722,0.090230556,0.036086111,0.029823056,0.011241389,0.309912778
21/09/2017 5:00,0.018031389,0.038580556,0.031635556,0.0088925,0.017366111,0.0252625,0.034844722,0.021829167,0.088338333,0.018957778,0.019253056,0.012449722,0.313903333
21/09/2017 5:30,0.058716111,0.012064444,0.016926389,0.033539167,0.032941389,0.055510556,0.011529722,0.000461389,0.086378889,0.038384167,0.067569444,0.020503333,0.286059167
