scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
24,T_bldg1_024,cp_only,15.0,T,0.0,0.0,3258.103327031949,1607.7917709391782,0.0,1607.7917709391782,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,772.471671102829,0.0,4030.5749981347785,0.0,0.0,0.0,-363531.1353031958,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,24889.348235190493,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,28147.451562222443,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA302,,25.0,0.06,T_best_fit,21.5,1.4333333333333333,-24235.409020213054,-21895.115061565764,-2340.2939586472894,0.0,0.0,4.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,3283.0011344721825,-93.61175834589157,-1404.1763751883736,a15_cp5,a15_cp5_pv021
25,T_bldg1_025,cp_only,15.0,T,0.0,0.0,5586.406329943593,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1646.7447514819644,0.0,3939.661578461628,0.0,0.0,0.0,-119196.76937501742,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,22468.590190405703,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,28054.9965203493,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,5.0,0.06,T_best_fit,21.5,1.4333333333333333,-7946.451291667828,-7202.760348260654,-743.690943407174,0.10277481333309879,0.10277481333309879,0.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,656.6002268944364,-148.7381886814348,-2231.072830221522,a15_cp5,a15_cp5_pv021
26,T_bldg1_026,cp_only,15.0,T,0.0,0.0,3208.0484241059526,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1646.7447514819644,0.0,1561.3036726239884,0.0,0.0,0.0,-191555.89906479235,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,22468.590190405703,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,25676.638614511667,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,10.0,0.06,T_best_fit,21.5,1.4333333333333333,-12770.393270986156,-12647.423514520991,-122.96975646516512,0.10277481333309879,0.10277481333309879,1.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,1313.200453788873,-12.296975646516511,-184.45463469774768,a15_cp5,a15_cp5_pv021
27,T_bldg1_027,cp_only,15.0,T,0.0,0.0,3352.81194920215,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-9.313225746154784e-12,5.101381960911605,-1646.7447514819644,0.0,1706.0671977201862,0.0,0.0,0.0,-254117.0949654637,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,22468.590190405703,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,25821.402139607868,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,15.0,0.06,T_best_fit,21.5,1.4333333333333333,-16941.139664364247,-16683.945403902104,-257.1942604621436,0.10277481333309879,0.10277481333309879,2.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,1969.8006806833096,-17.14628403080957,-257.1942604621436,a15_cp5,a15_cp5_pv021
28,T_bldg1_028,cp_only,15.0,T,0.0,0.0,2846.523881545476,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1646.7447514819644,0.0,1199.7791300635115,0.0,0.0,0.0,-293821.2965932857,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,22468.590190405703,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,25315.114071951182,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,20.0,0.06,T_best_fit,21.5,1.4333333333333333,-19588.08643955238,-19676.510502220954,88.42406266857506,0.10277481333309879,0.10277481333309879,3.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,2626.400907577746,4.421203133428753,66.3180470014313,a15_cp5,a15_cp5_pv021
29,T_bldg1_029,cp_only,15.0,T,0.0,0.0,3258.103327031949,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1646.7447514819644,0.0,1611.3585755499848,0.0,0.0,0.0,-332266.4604757222,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,22468.590190405703,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,25726.69351743766,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,25.0,0.06,T_best_fit,21.5,1.4333333333333333,-22151.097365048146,-21895.115061565764,-255.98230348238212,0.10277481333309879,0.10277481333309879,4.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,3283.0011344721825,-10.239292139295285,-153.58938208942928,a15_cp5,a15_cp5_pv021
30,T_bldg1_030,cp_only,15.0,T,0.0,0.0,5586.406329943593,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,0.0,5.101381960911605,-2856.352962774361,0.0,2730.0533671692315,0.0,0.0,0.0,-114054.25334997279,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,21258.211168013317,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,26844.617497956908,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,5.0,0.06,T_best_fit,21.5,1.4333333333333333,-7603.616889998186,-7202.760348260654,-400.8565417375321,0.15416221999998925,0.15416221999998925,0.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,656.6002268944364,-80.17130834750643,-1202.5696252125963,a15_cp5,a15_cp5_pv021
31,T_bldg1_031,cp_only,15.0,T,0.0,0.0,3208.0484241059526,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,0.0,5.101381960911605,-2856.352962774361,0.0,351.695461331592,0.0,0.0,0.0,-182526.0861938622,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,21258.211168013317,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,24466.259592119262,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,10.0,0.06,T_best_fit,21.5,1.4333333333333333,-12168.40574625748,-12647.423514520991,479.01776826351124,0.15416221999998925,0.15416221999998925,1.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,1313.200453788873,47.901776826351124,718.5266523952669,a15_cp5,a15_cp5_pv021
32,T_bldg1_032,cp_only,15.0,T,0.0,0.0,3352.81194920215,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,0.0,5.101381960911605,-2856.352962774361,0.0,496.45898642778985,0.0,0.0,0.0,-242205.3482944457,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,21258.211168013317,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,24611.023117215467,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,15.0,0.06,T_best_fit,21.5,1.4333333333333333,-16147.023219629713,-16683.945403902104,536.922184272391,0.15416221999998925,0.15416221999998925,2.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,1969.8006806833096,35.794812284826065,536.922184272391,a15_cp5,a15_cp5_pv021
33,T_bldg1_033,cp_only,15.0,T,0.0,0.0,2846.523881545476,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,0.0,5.101381960911605,-2856.352962774361,0.0,-9.829081228884752,0.0,0.0,0.0,-279772.9643314658,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,21258.211168013317,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,24104.73504955879,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,20.0,0.06,T_best_fit,21.5,1.4333333333333333,-18651.53095543105,-19676.510502220954,1024.979546789902,0.15416221999998925,0.15416221999998925,3.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,2626.400907577746,51.248977339495106,768.7346600924266,a15_cp5,a15_cp5_pv021
34,T_bldg1_034,cp_only,15.0,T,0.0,0.0,3258.103327031949,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,0.0,5.101381960911605,-2856.352962774361,0.0,401.7503642575885,0.0,0.0,0.0,-316634.1230619846,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,21258.211168013317,5.31704608363849,5.3170460836382745,2.194398696330488,2.194398696330396,0.0,24516.314495045262,0.0,77436.28081222216,T_best_fit.csv,T,cp_only,T_best_fit,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,25.0,0.06,T_best_fit,21.5,1.4333333333333333,-21108.941537465642,-21895.115061565764,786.1735241001224,0.15416221999998925,0.15416221999998925,4.0,31958.73629644013,24768.0206297411,1969.8006806833096,131.3200453788873,3283.0011344721825,31.4469409640049,471.70411446007347,a15_cp5,a15_cp5_pv021
35,T_bldg1_035,cp_only,15.0,T,0.0,0.0,3579.081547143056,1607.7917709391782,0.0,1607.7917709391782,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,796.519797707981,0.0,4375.601344851037,0.0,0.0,0.0,-121055.48884210867,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,24913.39636179565,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,28492.47790893869,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA302,,5.0,0.06,T_max_yield,12.75,0.85,-8070.365922807245,-7202.760348260654,-867.605574546591,0.0,0.0,0.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,392.6423629543192,-173.52111490931821,-2602.816723639773,a15_cp5,a15_cp5_pv012
36,T_bldg1_036,cp_only,15.0,T,0.0,0.0,2055.3225524457885,1607.7917709391782,0.0,1607.7917709391782,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,796.519797707981,0.0,2851.842350153769,0.0,0.0,0.0,-201195.22947694204,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,24913.39636179565,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,26968.718914241424,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA302,,10.0,0.06,T_max_yield,12.75,0.85,-13413.015298462802,-12647.423514520991,-765.5917839418107,0.0,0.0,1.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,785.2847259086384,-76.55917839418107,-1148.387675912716,a15_cp5,a15_cp5_pv012
37,T_bldg1_037,cp_only,15.0,T,0.0,0.0,2401.447761260314,1607.7917709391782,0.0,1607.7917709391782,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,796.519797707981,0.0,3197.967558968295,0.0,0.0,0.0,-268814.5593510694,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,24913.39636179565,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,27314.84412305596,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA302,,15.0,0.06,T_max_yield,12.75,0.85,-17920.970623404624,-16683.945403902104,-1237.0252195025205,0.0,0.0,2.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1177.9270888629576,-82.4683479668347,-1237.0252195025205,a15_cp5,a15_cp5_pv012
38,T_bldg1_038,cp_only,15.0,T,0.0,0.0,2038.8195062171842,1607.7917709391782,0.0,1607.7917709391782,0.0,0.0,0.0,0.0,5.101381960911605,796.519797707981,0.0,2835.3393039251646,0.0,0.0,0.0,-312822.410750105,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,24913.39636179565,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,26952.21586801283,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA302,,20.0,0.06,T_max_yield,12.75,0.85,-20854.827383340333,-19676.510502220954,-1178.316881119379,0.0,0.0,3.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1570.5694518172768,-58.915844055968954,-883.7376608395343,a15_cp5,a15_cp5_pv012
39,T_bldg1_039,cp_only,15.0,T,0.0,0.0,2474.310672124821,1607.7917709391782,0.0,1607.7917709391782,0.0,0.0,0.0,0.0,5.101381960911605,796.519797707981,0.0,3270.830469832802,0.0,0.0,0.0,-353718.851221155,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,24913.39636179565,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,27387.707033920466,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA302,,25.0,0.06,T_max_yield,12.75,0.85,-23581.256748077,-21895.115061565764,-1686.141686511237,0.0,0.0,4.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1963.211814771596,-67.44566746044947,-1011.685011906742,a15_cp5,a15_cp5_pv012
40,T_bldg1_040,cp_only,15.0,T,0.0,0.0,3579.081547143056,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-599.9127890197034,0.0,2979.168758123353,0.0,0.0,0.0,-115115.9404535388,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,23515.42215286797,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,27094.50370001103,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,5.0,0.06,T_max_yield,12.75,0.85,-7674.39603023592,-7202.760348260654,-471.6356819752664,0.10277481333309879,0.10277481333309879,0.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,392.6423629543192,-94.32713639505327,-1414.9070459257991,a15_cp5,a15_cp5_pv012
41,T_bldg1_041,cp_only,15.0,T,0.0,0.0,2055.3225524457885,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-599.9127890197034,0.0,1455.4097634260852,0.0,0.0,0.0,-190765.89678737483,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,23515.42215286797,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,25570.74470531376,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,10.0,0.06,T_max_yield,12.75,0.85,-12717.726452491655,-12647.423514520991,-70.30293797066406,0.10277481333309879,0.10277481333309879,1.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,785.2847259086384,-7.030293797066406,-105.45440695599609,a15_cp5,a15_cp5_pv012
42,T_bldg1_042,cp_only,15.0,T,0.0,0.0,2401.447761260314,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-599.9127890197034,0.0,1801.5349722406106,0.0,0.0,0.0,-255056.6254136082,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,23515.42215286797,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,25916.869914128285,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,15.0,0.06,T_max_yield,12.75,0.85,-17003.77502757388,-16683.945403902104,-319.82962367177606,0.10277481333309879,0.10277481333309879,2.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1177.9270888629576,-21.321974911451736,-319.82962367177606,a15_cp5,a15_cp5_pv012
43,T_bldg1_043,cp_only,15.0,T,0.0,0.0,2038.8195062171842,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,0.0,5.101381960911605,-599.9127890197034,0.0,1438.9067171974812,0.0,0.0,0.0,-296596.74439507077,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,23515.42215286797,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,25554.241659085157,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,20.0,0.06,T_max_yield,12.75,0.85,-19773.116293004718,-19676.510502220954,-96.60579078376395,0.10277481333309879,0.10277481333309879,3.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1570.5694518172768,-4.830289539188198,-72.45434308782296,a15_cp5,a15_cp5_pv012
44,T_bldg1_044,cp_only,15.0,T,0.0,0.0,2474.310672124821,1607.688996125845,0.0,1607.688996125845,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-599.9127890197034,0.0,1874.3978831051174,0.0,0.0,0.0,-335663.676663962,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,23515.42215286797,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,25989.732824992792,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA302,,25.0,0.06,T_max_yield,12.75,0.85,-22377.578444264134,-21895.115061565764,-482.46338269836997,0.10277481333309879,0.10277481333309879,4.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1963.211814771596,-19.2985353079348,-289.478029619022,a15_cp5,a15_cp5_pv012
45,T_bldg1_045,cp_only,15.0,T,0.0,0.0,3579.081547143056,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1298.1290823835454,0.0,2280.9524647595103,0.0,0.0,0.0,-112146.1662592539,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,22816.435048404124,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,26395.516595547182,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,5.0,0.06,T_max_yield,12.75,0.85,-7476.41108395026,-7202.760348260654,-273.65073568960634,0.15416221999998925,0.15416221999998925,0.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,392.6423629543192,-54.730147137921264,-820.952207068819,a15_cp5,a15_cp5_pv012
46,T_bldg1_046,cp_only,15.0,T,0.0,0.0,2055.3225524457885,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1298.1290823835454,0.0,757.1934700622427,0.0,0.0,0.0,-185551.23044259124,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,22816.435048404124,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,24871.757600849924,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,10.0,0.06,T_max_yield,12.75,0.85,-12370.082029506082,-12647.423514520991,277.34148501490927,0.15416221999998925,0.15416221999998925,1.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,785.2847259086384,27.734148501490928,416.0122275223639,a15_cp5,a15_cp5_pv012
47,T_bldg1_047,cp_only,15.0,T,0.0,0.0,2401.447761260314,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1298.1290823835454,0.0,1103.3186788767684,0.0,0.0,0.0,-248177.65844487763,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,22816.435048404124,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,25217.882809664443,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,15.0,0.06,T_max_yield,12.75,0.85,-16545.177229658508,-16683.945403902104,138.76817424359615,0.15416221999998925,0.15416221999998925,2.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1177.9270888629576,9.251211616239743,138.76817424359615,a15_cp5,a15_cp5_pv012
48,T_bldg1_048,cp_only,15.0,T,0.0,0.0,2038.8195062171842,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,0.0,5.101381960911605,-1298.1290823835454,0.0,740.6904238336384,0.0,0.0,0.0,-288483.9112175537,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,22816.435048404124,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,24855.254554621308,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,20.0,0.06,T_max_yield,12.75,0.85,-19232.260747836914,-19676.510502220954,444.24975438404,0.15416221999998925,0.15416221999998925,3.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1570.5694518172768,22.212487719202,333.18731578803,a15_cp5,a15_cp5_pv012
49,T_bldg1_049,cp_only,15.0,T,0.0,0.0,2474.310672124821,1607.6376087191782,0.0,1607.6376087191782,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,-1298.1290823835454,0.0,1176.1815897412753,0.0,0.0,0.0,-326636.08938536514,0.0,0.0,0.0,17474.677611596046,75799.85668719695,24.67977740687772,8638.387583194322,22816.435048404124,8.562688575350483,8.562688575349839,2.1132524804406483,2.1132524804405652,0.0,25290.74572052895,0.0,77436.28081222216,T_max_yield.csv,T,cp_only,T_max_yield,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA302,,25.0,0.06,T_max_yield,12.75,0.85,-21775.739292357677,-21895.115061565764,119.37576920808715,0.15416221999998925,0.15416221999998925,4.0,19111.10173662132,14811.103845881522,1177.9270888629576,78.52847259086384,1963.211814771596,4.775030768323486,71.62546152485228,a15_cp5,a15_cp5_pv012
50,T_bldg1_050,btm_p_u,15.0,T,898.2,2853.5215057436135,7989.860216082116,1133.3466196374366,317.1463211692942,1450.4929408067308,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,1312.5143791683186,0.0,1312.5143791683186,0.0,0.0,0.0,-98016.71370523988,0.0,0.0,0.0,19410.53577774233,53410.044360002976,56.093567219857746,8378.210101170736,18312.713673729857,55.31312576593004,55.313125765930174,31.02710538291642,31.027105382916325,-6984.386904286316,23069.90849126928,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_u,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6534.447580349325,-7202.760348260654,668.3127679113286,157.2988301324474,157.2988301324474,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,133.66255358226573,2004.938303733986,a15_cp5,a15_cp5_pv030
51,T_bldg1_051,btm_p_u,15.0,T,898.2,1638.6626086587714,4588.255304244562,1133.3466196374366,317.1463211692942,1450.4929408067308,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,1312.5143791683186,0.0,1312.5143791683186,0.0,0.0,0.0,-172108.86240732414,0.0,0.0,0.0,19410.53577774233,53410.044360002976,56.093567219857746,8378.210101170736,18312.713673729857,55.31312576593004,55.313125765930174,31.02710538291642,31.027105382916325,-2367.923095363918,23069.90849126928,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_u,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,10.0,0.06,T_max_pv,30.75,2.05,-11473.924160488275,-12647.423514520991,1173.499354032716,157.2988301324474,157.2988301324474,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,117.34993540327159,1760.249031049074,a15_cp5,a15_cp5_pv030
52,T_bldg1_052,btm_p_u,15.0,T,898.2,1245.5326781995304,4795.300811068192,1133.3466196374366,317.1463211692942,1450.4929408067308,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,1312.5143791683186,0.0,1312.5143791683186,0.0,0.0,0.0,-227038.72141505094,0.0,0.0,0.0,19410.53577774233,53410.044360002976,56.093567219857746,8378.210101170736,18312.713673729857,55.31312576593004,55.313125765930174,31.02710538291642,31.027105382916325,-2181.8386717283083,23069.90849126928,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_u,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,15.0,0.06,T_max_pv,30.75,2.05,-15135.914761003396,-16683.945403902104,1548.0306428987078,157.2988301324474,157.2988301324474,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,103.20204285991386,1548.0306428987078,a15_cp5,a15_cp5_pv030
